layer_id,quote_id,pas_id,_pdm_last_update_timestamp,rating_basis,conditional_premium_reduction,our_share_pct,our_share_pct_london,our_share_pct_non_london,london_estimated_signed_line,london_order_percentage,tech_gnwp,modtech_gnwp,sold_gnwp,tech_ggwp,modtech_ggwp,sold_ggwp,sold_ggwp_our_share,tech_elc,modtech_elc,tech_gg_elr,modtech_gg_elr,tech_gn_elr,modtech_gn_elr,commission,sold_to_modtech,modtech_to_tech
Q00060-L2,Q00060,PAS-000060,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5113,428343.12,379675.08,300658.57,462524.4,409972.7,324650.77,92557.94,331437.38,307328.71,0.716584,0.749632,0.773766,0.809452,44438.27,0.791884,0.886381
Q00060-L3,Q00060,PAS-000060,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5113,851889.67,899105.34,853020.1,952231.52,1005008.6,953495.09,271841.45,498312.97,509519.22,0.523311,0.50698,0.58495,0.566696,179774.79,0.948743,1.055425
Q00061-L1,Q00061,PAS-000061,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.8993,656829.39,657749.69,620736.26,725559.5,726576.1,685689.62,86465.46,396140.27,377895.31,0.545979,0.520104,0.60311,0.574528,117601.03,0.943727,1.001401
Q00062-L1,Q00062,PAS-000062,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6632,321330.8,283902.72,284341.49,351241.57,310329.53,310809.14,32417.39,224739.01,192286.76,0.639842,0.619621,0.699401,0.677298,48427.49,1.001545,0.883522
Q00062-L2,Q00062,PAS-000062,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6632,453253.63,431564.21,455591.82,514714.46,490083.98,517369.72,53961.66,348346.06,322474.52,0.676775,0.657998,0.768546,0.747223,108802.28,1.055676,0.952147
Q00062-L3,Q00062,PAS-000062,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6632,537835.89,484665.71,413248.17,612292.09,551761.22,470456.87,49068.65,350150.31,319228.26,0.571868,0.578562,0.651036,0.658657,100503.96,0.852646,0.901141
Q00063-L1,Q00063,PAS-000063,2026-04-25 22:00:00.000,Premium,Conditional discount applied,1.0,1.0,0.0,1.0,0.5923,877519.64,916177.6,863805.55,988002.68,1031527.83,972561.94,129739.76,627993.6,648718.93,0.635619,0.628891,0.715646,0.708071,193189.49,0.942836,1.044054
Q00063-L2,Q00063,PAS-000063,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.5923,309428.24,304489.72,289171.76,344885.37,339380.94,322307.71,42995.85,172926.37,163518.31,0.501402,0.481813,0.558858,0.537024,59458.6,0.949693,0.98404
Q00064-L1,Q00064,PAS-000064,2026-04-25 22:00:00.000,Premium,Premium reduction conditional on no claims,1.0,1.0,0.0,1.0,0.5593,729796.34,718460.62,767375.86,770594.6,758625.17,810274.95,202244.63,466413.94,471344.59,0.605265,0.621314,0.639102,0.656048,81255.7,1.068083,0.984467
Q00065-L1,Q00065,PAS-000065,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5997,347038.48,333118.23,338001.67,389067.83,373461.72,378936.59,53240.59,213692.54,198279.94,0.549242,0.530924,0.61576,0.595224,73025.79,1.01466,0.959888
Q00065-L2,Q00065,PAS-000065,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5997,286209.85,276448.59,262814.94,303440.11,293091.2,278636.79,39148.47,190372.85,177991.77,0.627382,0.607291,0.665151,0.643851,29846.87,0.950683,0.965895
Q00066-L1,Q00066,PAS-000066,2026-04-25 22:00:00.000,Exposure,Conditional discount applied,1.0,1.0,0.0,1.0,0.5296,61168.09,60348.55,54490.49,66074.77,65189.49,58861.52,4026.13,33992.93,33382.14,0.514462,0.512079,0.55573,0.553156,8092.88,0.90293,0.986602
Q00067-L1,Q00067,PAS-000067,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.6794,156564.72,145764.68,138652.23,174612.73,162567.72,154635.37,42060.82,92016.0,87666.95,0.526972,0.539264,0.587719,0.601428,28662.25,0.951206,0.931019
Q00067-L2,Q00067,PAS-000067,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.6794,101856.3,102723.93,84361.43,113557.99,114525.29,94053.23,25582.48,73049.4,77172.46,0.643278,0.673846,0.717181,0.751261,17386.2,0.821244,1.008518
Q00068-L1,Q00068,PAS-000068,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.527,409628.86,365684.39,325906.41,463039.5,413365.2,368400.65,86979.39,306572.25,264436.45,0.662087,0.639716,0.748415,0.723128,75185.24,0.891223,0.892721
Q00068-L2,Q00068,PAS-000068,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.527,468414.64,404161.09,357839.07,523229.25,451456.65,399713.95,94372.46,361158.09,305035.22,0.690248,0.675669,0.771022,0.754737,74975.97,0.885387,0.862828
Q00068-L3,Q00068,PAS-000068,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.527,529371.5,551260.46,428302.42,580020.06,604003.28,469281.01,110797.25,351866.74,377681.69,0.606646,0.625297,0.664688,0.685124,74800.51,0.776951,1.041349
Q00069-L1,Q00069,PAS-000069,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.7955,492806.99,445605.18,424898.07,538016.74,486484.67,463877.91,63968.76,321128.48,293309.32,0.596875,0.602916,0.651631,0.658227,71408.7,0.95353,0.904218
Q00070-L1,Q00070,PAS-000070,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8162,420512.66,443653.61,382052.54,449199.91,473919.54,408116.05,105049.07,236607.63,245859.34,0.526731,0.518779,0.562665,0.55417,48798.04,0.861151,1.05503
Q00071-L1,Q00071,PAS-000071,2026-04-25 22:00:00.000,Premium,Premium reduction conditional on no claims,1.0,1.0,0.0,1.0,0.6665,923225.54,918169.19,864831.1,997901.86,992436.53,934784.11,97030.59,526397.0,503038.73,0.527504,0.506872,0.570172,0.547872,129436.38,0.941908,0.994523
Q00071-L2,Q00071,PAS-000071,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6665,280693.56,287700.15,269243.33,309189.48,316907.37,296576.82,30784.67,216764.88,227715.32,0.701075,0.718555,0.772247,0.791502,49628.7,0.935847,1.024962
Q00072-L1,Q00072,PAS-000072,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6553,956729.86,997034.97,885957.87,1083885.61,1129547.54,1003707.55,154069.11,706698.93,755504.24,0.652005,0.668856,0.738661,0.757751,207871.82,0.888593,1.042128
Q00073-L1,Q00073,PAS-000073,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6938,246362.25,262339.33,233470.67,268085.73,285471.62,254057.41,31096.63,147389.77,152381.9,0.549786,0.53379,0.598264,0.580858,37837.12,0.889957,1.064852
Q00074-L1,Q00074,PAS-000074,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5518,160092.38,175275.14,162608.31,169692.79,185786.03,172359.59,33317.11,114712.12,126907.05,0.675999,0.683082,0.716537,0.724045,18399.21,0.927732,1.094837
Q00075-L1,Q00075,PAS-000075,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5757,147898.41,135314.47,126708.04,163739.07,149807.33,140279.1,17899.61,112881.13,104456.99,0.689396,0.697276,0.763234,0.771957,24516.31,0.936397,0.914915
Q00076-L1,Q00076,PAS-000076,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.7608,638363.49,622043.9,615831.28,722355.17,703888.36,696858.32,144249.67,385268.95,367554.16,0.533351,0.522177,0.603526,0.590881,143211.29,0.990013,0.974435
Q00076-L2,Q00076,PAS-000076,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.7608,103407.28,106961.09,92100.81,114407.32,118339.17,101898.12,21092.91,66735.48,65891.56,0.583315,0.556803,0.645365,0.616033,17710.64,0.861068,1.034367
Q00077-L1,Q00077,PAS-000077,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.8743,197175.02,178065.7,169078.83,219510.49,198236.52,188231.64,24018.36,119984.16,103673.09,0.546599,0.522977,0.608516,0.582218,34407.97,0.949531,0.903084
Q00078-L1,Q00078,PAS-000078,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8649,129680.5,121033.5,109354.82,142925.25,133395.1,120523.64,21127.79,99961.09,96393.58,0.699394,0.722617,0.770826,0.796421,20267.63,0.903509,0.933321
Q00078-L2,Q00078,PAS-000078,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8649,88777.73,95930.55,88144.82,97087.18,104909.49,96395.03,16898.05,49553.81,51595.95,0.510405,0.491814,0.558178,0.537847,15088.2,0.91884,1.08057
Q00079-L1,Q00079,PAS-000079,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.5236,938485.58,906218.12,898786.03,1065957.29,1029307.03,1020865.46,149965.14,528259.58,511171.64,0.495573,0.496617,0.562885,0.564071,214961.3,0.991799,0.965618
Q00079-L2,Q00079,PAS-000079,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.5236,114701.21,113415.9,88846.94,126504.71,125087.14,97989.87,14394.71,71836.85,73988.11,0.567859,0.591493,0.626295,0.652361,16579.7,0.783373,0.988794
Q00080-L1,Q00080,PAS-000080,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.9221,276371.6,258348.89,232364.58,303728.58,283921.87,255365.47,57355.08,162554.31,153559.82,0.535196,0.540852,0.588173,0.594389,41858.38,0.899422,0.934788
Q00081-L1,Q00081,PAS-000081,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.95,368857.36,385672.09,341487.71,416475.72,435461.18,385572.73,52206.55,263092.38,268799.93,0.631711,0.617276,0.713263,0.696965,78088.99,0.885435,1.045586
Q00082-L1,Q00082,PAS-000082,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.9363,201107.43,186156.54,172572.66,214657.92,198699.64,184200.5,11217.81,127918.32,112930.88,0.595917,0.56835,0.63607,0.606645,21787.63,0.92703,0.925657
Q00082-L2,Q00082,PAS-000082,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.9363,1293804.2,1263398.09,1247576.65,1466684.81,1432215.77,1414280.25,86129.67,757442.0,727815.42,0.516431,0.508174,0.585438,0.576078,294107.93,0.987477,0.976499
Q00083-L1,Q00083,PAS-000083,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6718,277869.63,289643.06,239378.1,317083.51,330518.45,273159.92,80882.65,185815.24,203231.71,0.586014,0.614888,0.668714,0.701663,59208.02,0.826459,1.04237
Q00084-L1,Q00084,PAS-000084,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.5663,446094.55,422405.61,425663.48,473907.06,448741.2,452202.18,108890.29,277259.23,250565.09,0.58505,0.558373,0.621526,0.593186,49962.42,1.007713,0.946897
Q00085-L1,Q00085,PAS-000085,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.6509,72012.08,63066.43,61718.7,80542.91,70537.52,69030.14,8953.21,39978.98,35917.67,0.496369,0.5092,0.55517,0.569521,13074.07,0.97863,0.875776
Q00086-L1,Q00086,PAS-000086,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6905,1248525.68,1123846.51,989635.13,1371886.67,1234888.53,1087416.36,95040.19,908603.37,831864.93,0.662302,0.673636,0.727741,0.740194,177977.34,0.880579,0.900139
Q00086-L2,Q00086,PAS-000086,2026-04-25 22:00:00.000,Premium,Conditional discount applied,1.0,1.0,0.0,1.0,0.6905,1320143.97,1306819.02,1082107.53,1451807.93,1437154.02,1190031.04,104008.71,892884.79,863636.33,0.615016,0.600935,0.676354,0.660869,196271.91,0.828047,0.989906
Q00087-L1,Q00087,PAS-000087,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5007,1119191.31,1111939.77,946204.92,1207786.45,1199960.89,1021106.47,197890.43,845231.09,843162.09,0.699818,0.702658,0.755216,0.75828,138814.54,0.85095,0.993521
Q00088-L1,Q00088,PAS-000088,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.6141,300784.01,284511.57,233749.84,326723.84,309048.05,253908.6,42529.69,214181.03,210520.82,0.655541,0.681191,0.712076,0.739938,37116.56,0.821583,0.9459
Q00089-L1,Q00089,PAS-000089,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8129,219831.12,211358.63,189263.95,237635.98,228477.27,204593.06,19190.83,130925.67,129132.43,0.550951,0.565187,0.595574,0.610964,28361.17,0.895464,0.961459
Q00089-L2,Q00089,PAS-000089,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8129,716518.03,710748.14,585908.05,805235.94,798751.63,658454.08,61762.99,509213.5,484770.2,0.632378,0.60691,0.710678,0.682056,129106.35,0.824354,0.991947
Q00090-L1,Q00090,PAS-000090,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6287,287007.12,298953.33,274237.2,326537.27,340128.86,312008.53,52511.03,167341.22,181203.85,0.512472,0.532751,0.583056,0.606128,66397.56,0.917324,1.041623
Q00090-L2,Q00090,PAS-000090,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6287,943945.66,880306.72,885897.57,1019773.0,951021.94,957061.9,161073.52,625011.48,557540.7,0.612893,0.586254,0.662127,0.633348,131745.52,1.006351,0.932582
Q00090-L3,Q00090,PAS-000090,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6287,2084641.68,2212725.33,1946297.44,2256462.64,2395103.24,2106715.75,354560.26,1422092.52,1510668.09,0.630231,0.630732,0.682176,0.682718,296406.14,0.879593,1.061442
Q00091-L1,Q00091,PAS-000091,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.62,1004980.48,872052.71,770959.75,1097827.14,952618.64,842186.05,187807.49,689239.0,582438.91,0.627821,0.611408,0.685823,0.667894,130404.93,0.884075,0.867731
Q00092-L1,Q00092,PAS-000092,2026-04-25 22:00:00.000,Exposure,Premium reduction conditional on no claims,1.0,1.0,0.0,1.0,0.7012,610026.93,592088.27,481186.72,652866.64,633668.22,514978.51,118136.07,432895.71,417272.92,0.663069,0.658504,0.709634,0.704748,63148.89,0.812694,0.970594
Q00092-L2,Q00092,PAS-000092,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7012,194042.76,173332.84,165658.77,216917.23,193765.95,185187.24,42481.95,138495.89,127880.48,0.638473,0.659974,0.713739,0.737774,34938.27,0.955726,0.893271
Q00093-L1,Q00093,PAS-000093,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5303,615920.35,573634.05,473951.38,671955.54,625822.11,517070.52,104396.54,382393.05,352784.61,0.569075,0.563714,0.620848,0.614999,79046.77,0.826226,0.931345
Q00093-L2,Q00093,PAS-000093,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5303,86141.34,80270.99,76293.43,91117.37,84907.91,80700.58,16293.45,51689.17,46427.45,0.567281,0.546798,0.600051,0.578384,8332.95,0.950448,0.931852
Q00094-L1,Q00094,PAS-000094,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5511,119525.51,125795.8,122813.21,132742.13,139705.76,136393.37,20390.81,78191.69,80577.82,0.58905,0.576768,0.654184,0.640545,24456.07,0.97629,1.05246
Q00094-L2,Q00094,PAS-000094,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5511,370877.79,343037.41,338294.87,412529.63,381562.61,376287.46,56254.98,282332.71,272542.4,0.684394,0.71428,0.761255,0.794498,68313.18,0.986175,0.924934
Q00095-L1,Q00095,PAS-000095,2026-04-25 22:00:00.000,Exposure,Conditional discount applied,1.0,1.0,0.0,1.0,0.7003,1985358.39,2179074.4,2043674.64,2195857.23,2410112.1,2260356.5,594925.83,1325023.21,1504865.91,0.60342,0.624397,0.667397,0.690599,391820.69,0.937864,1.097572
Q00096-L1,Q00096,PAS-000096,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.8557,1111984.18,945420.99,882562.29,1268522.69,1078511.73,1006804.16,80846.37,639647.34,531990.87,0.504246,0.493264,0.575231,0.562703,217820.29,0.933512,0.850211
Q00097-L1,Q00097,PAS-000097,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7891,120174.93,119879.41,113446.64,134031.51,133701.92,126527.43,32365.72,77319.05,76629.05,0.576872,0.573133,0.643388,0.639218,23456.91,0.94634,0.997541
Q00098-L1,Q00098,PAS-000098,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6015,221507.86,234982.61,210641.75,241108.18,255775.26,229280.58,28889.35,136525.99,150229.5,0.566244,0.58735,0.616348,0.639322,34247.26,0.896414,1.060832
Q00098-L2,Q00098,PAS-000098,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6015,247580.76,250575.82,211125.7,280184.94,283574.42,238929.08,30105.06,173634.11,184081.58,0.619713,0.649147,0.701323,0.734634,49135.98,0.842562,1.012097
Q00098-L3,Q00098,PAS-000098,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6015,201615.69,216413.4,208075.12,229049.74,245860.98,236388.11,29784.9,139789.66,149365.3,0.610303,0.607519,0.693347,0.690185,49843.7,0.961471,1.073396
Q00099-L1,Q00099,PAS-000099,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.7964,95044.95,89929.51,77869.49,103518.78,97947.27,84812.02,7819.67,52437.15,49605.77,0.506547,0.506454,0.551709,0.551607,12748.46,0.865895,0.946179
Q00099-L2,Q00099,PAS-000099,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.7964,288562.37,286856.42,227941.96,304660.6,302859.47,240658.32,22188.7,190783.49,187163.12,0.626216,0.617987,0.661152,0.652463,24088.85,0.79462,0.994088
Q00100-L1,Q00100,PAS-000100,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.7889,1223533.56,1064493.5,1032156.75,1343775.39,1169105.79,1133591.17,65294.85,914775.66,815812.32,0.68075,0.697809,0.747651,0.766385,184716.02,0.969622,0.870016
Q00101-L1,Q00101,PAS-000101,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8873,96648.71,88076.73,83449.24,107361.25,97839.14,92698.74,11874.71,68021.84,63129.89,0.633579,0.645242,0.703805,0.71676,16653.18,0.947461,0.911308
Q00101-L2,Q00101,PAS-000101,2026-04-25 22:00:00.000,Limit,Conditional discount applied,1.0,1.0,0.0,1.0,0.8873,217234.66,217942.8,222751.33,238752.86,239531.14,244815.99,31360.93,120017.84,119855.61,0.502687,0.500376,0.55248,0.549941,40152.04,1.022063,1.00326
Q00101-L3,Q00101,PAS-000101,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8873,181523.61,198666.73,175303.52,193638.22,211925.44,187003.02,23955.09,128856.67,142402.84,0.665451,0.671948,0.709862,0.716793,21935.07,0.8824,1.09444
Q00102-L1,Q00102,PAS-000102,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.5719,618471.67,565970.1,536075.29,682158.37,624250.48,591277.28,120502.31,421647.89,391886.2,0.618108,0.627771,0.681758,0.692415,100096.6,0.94718,0.915111
Q00103-L1,Q00103,PAS-000103,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5227,331937.17,292670.78,239295.3,372453.49,328394.23,268503.73,78322.54,201808.42,179996.01,0.541835,0.54811,0.607972,0.615012,52062.14,0.817626,0.881705
Q00104-L1,Q00104,PAS-000104,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6299,286876.59,297019.76,279797.09,325352.76,336856.35,317323.75,19927.93,206540.37,217246.51,0.63482,0.644923,0.719962,0.731421,66177.53,0.942015,1.035357
Q00105-L1,Q00105,PAS-000105,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5617,277481.25,248401.85,230379.58,292850.57,262160.51,243140.0,43108.72,215418.82,201855.87,0.735593,0.769971,0.776336,0.812618,24181.47,0.927447,0.895202
Q00106-L1,Q00106,PAS-000106,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7137,75576.52,80066.03,78080.08,82235.19,87120.26,84959.33,15071.78,48227.52,51913.3,0.586458,0.595881,0.638128,0.648381,12644.46,0.975196,1.059404
Q00107-L1,Q00107,PAS-000107,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7789,152559.51,131747.56,115335.16,171697.77,148275.01,129803.71,25428.55,85750.7,73786.23,0.499428,0.497631,0.56208,0.560058,25711.63,0.875425,0.863581
Q00107-L2,Q00107,PAS-000107,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7789,266037.06,289199.03,297905.87,285301.96,310141.19,319478.53,62585.84,188143.35,202275.34,0.659453,0.652204,0.707207,0.699433,40231.95,1.030107,1.087063
Q00108-L1,Q00108,PAS-000108,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.8273,147152.47,154411.1,139087.68,158856.48,166692.44,150150.25,30465.49,98880.32,108487.83,0.622451,0.650826,0.671958,0.702591,20495.03,0.900762,1.049327
Q00108-L2,Q00108,PAS-000108,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.8273,314775.57,295403.34,295680.96,348120.82,326696.42,327003.45,66349.0,220335.08,202072.75,0.632927,0.618534,0.699975,0.684057,56644.44,1.00094,0.938457
Q00109-L1,Q00109,PAS-000109,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8616,145402.28,140353.5,134314.54,156033.6,150615.66,144135.16,31565.6,102440.95,101558.69,0.656531,0.67429,0.704535,0.723592,18302.98,0.956973,0.965277
Q00110-L1,Q00110,PAS-000110,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6231,315804.51,346849.27,307491.16,332703.65,365409.65,323945.43,44445.31,174308.15,183172.02,0.523914,0.501279,0.55195,0.528103,31237.01,0.886527,1.098304
Q00111-L1,Q00111,PAS-000111,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.7529,270715.4,279192.23,243574.21,285731.49,294678.5,257084.82,26608.28,187459.96,184763.03,0.65607,0.626999,0.692461,0.661777,25601.17,0.872425,1.031313
Q00112-L1,Q00112,PAS-000112,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5711,68688.69,62108.74,58452.58,73005.84,66012.33,62126.38,5243.47,52910.41,45863.12,0.724742,0.694766,0.770293,0.738433,6913.1,0.941133,0.904206
Q00112-L2,Q00112,PAS-000112,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5711,136492.29,143426.1,122607.95,144944.5,152307.68,130200.37,10988.91,80855.37,83217.42,0.557837,0.546377,0.59238,0.580211,14299.37,0.854851,1.0508
Q00113-L1,Q00113,PAS-000113,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.9487,182548.37,175859.97,190402.95,204582.27,197086.57,213384.92,57741.96,129465.3,126811.89,0.632828,0.643432,0.709211,0.721096,41013.53,1.082696,0.963361
Q00114-L1,Q00114,PAS-000114,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6488,278582.56,241140.19,217522.04,318269.82,275493.35,248510.53,43762.7,169766.79,151546.19,0.533405,0.55009,0.609395,0.628457,54248.64,0.902056,0.865597
Q00114-L2,Q00114,PAS-000114,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6488,143711.72,157343.57,135200.52,156114.65,170922.99,146868.9,25863.61,100377.05,105595.08,0.64297,0.617793,0.698461,0.671112,21482.71,0.859269,1.094855
Q00115-L1,Q00115,PAS-000115,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5633,389284.93,373867.46,326811.81,410904.49,394630.79,344961.83,24733.76,220411.11,216498.54,0.536405,0.54861,0.566195,0.579078,34390.12,0.874138,0.960395
Q00116-L1,Q00116,PAS-000116,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.6381,281502.09,274302.77,261168.24,296338.29,288759.54,274932.76,61364.99,157275.84,151575.19,0.530731,0.524918,0.558702,0.552584,26150.81,0.952117,0.974425
Q00117-L1,Q00117,PAS-000117,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7988,477146.89,489982.81,480126.85,521962.85,536004.39,525222.72,98374.21,306757.7,322184.82,0.5877,0.601086,0.6429,0.657543,82447.82,0.979885,1.026901
Q00118-L1,Q00118,PAS-000118,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5523,519390.9,470807.96,424310.47,578189.66,524106.79,472345.45,41330.23,378823.4,330381.46,0.655189,0.63037,0.729361,0.701733,86300.17,0.901239,0.906462
Q00119-L1,Q00119,PAS-000119,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5014,111386.73,96215.71,104518.02,123561.29,106732.08,115941.83,14724.61,70622.72,63159.33,0.57156,0.591756,0.634032,0.656435,20596.44,1.086289,0.863799
Q00120-L1,Q00120,PAS-000120,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8282,418288.5,435067.42,383446.21,447479.39,465429.25,410205.57,38969.53,283402.74,308551.87,0.633331,0.66294,0.677529,0.709205,50027.49,0.881349,1.040113
Q00120-L2,Q00120,PAS-000120,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8282,193449.46,197746.1,181953.74,218931.08,223793.68,205921.11,19562.51,125884.58,124684.57,0.574996,0.557141,0.650736,0.630529,42355.58,0.920138,1.022211
Q00120-L3,Q00120,PAS-000120,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8282,308995.37,339615.54,295167.07,335557.26,368809.61,320540.26,30451.32,226286.58,252277.35,0.674361,0.684031,0.73233,0.742832,46729.41,0.869121,1.099096
Q00121-L1,Q00121,PAS-000121,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.8757,299274.15,255611.42,228026.5,323654.7,276434.96,246602.82,36571.2,214230.24,181246.06,0.66191,0.655655,0.715833,0.709069,34353.97,0.892083,0.854105
Q00121-L2,Q00121,PAS-000121,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.8757,27700.41,27168.01,28215.72,31309.27,30707.51,31891.72,4729.54,18653.71,18736.19,0.595789,0.61015,0.673409,0.689642,6504.57,1.038564,0.98078
Q00122-L1,Q00122,PAS-000122,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.9001,139301.97,119070.55,121872.23,154159.54,131770.29,134870.79,28997.22,84391.5,73208.23,0.54743,0.555575,0.605817,0.614831,23491.58,1.02353,0.854766
