coverage_id,layer_id,quote_id,pas_id,_pdm_last_update_timestamp,quote_name,new_renewal,section,coverage,subcoveragecode,inception_date,expiry_date,exposure,exposure_type,limit,limit_type,excess,deductible_value,deductible_type,claims_trigger,policy_coverage_jurisdiction,primary_coverage
Q00044-L2-C1,Q00044-L2,Q00044,PAS-000044,2026-04-25 22:00:00.000,Eastleigh Technologies Inc 2025,Renewal,Contingency,Non-Appearance,SC-994,2025-09-19,2026-09-19,1952913.34,Wage Roll,676673.24,Each and Every Loss,43588.25,16432.86,Aggregate,Claims Made,Worldwide excl. US,true
Q00044-L2-C2,Q00044-L2,Q00044,PAS-000044,2026-04-25 22:00:00.000,Eastleigh Technologies Inc 2025,Renewal,Contingency,Event Cancellation,SC-913,2025-09-19,2026-09-19,13881567.26,Number of Insureds,979891.89,Each and Every Loss,91518.96,39754.54,Aggregate,Occurrence,EU only,false
Q00045-L1-C1,Q00045-L1,Q00045,PAS-000045,2026-04-25 22:00:00.000,Jamieson Holdings Ltd 2025,Renewal,General Aviation,Hull,SC-299,2025-09-26,2026-09-26,1270009.03,Turnover,601558.73,Each Claim,53177.47,14635.91,Aggregate,Occurrence,EU only,true
Q00046-L1-C1,Q00046-L1,Q00046,PAS-000046,2026-04-25 22:00:00.000,Jamieson Capital LLC 2024,New,European Professional Indemnity,Professional Indemnity,SC-952,2024-12-12,2025-12-12,34390541.68,Turnover,15181237.79,Each and Every Loss,2760989.98,666994.76,Aggregate,Claims Made,Worldwide excl. US,true
Q00047-L1-C1,Q00047-L1,Q00047,PAS-000047,2026-04-25 22:00:00.000,Hartwell Holdings Ltd 2025,Renewal,Cash in Transit and Specie,Vault,SC-832,2025-01-25,2026-01-25,36272157.63,Wage Roll,9683789.95,Each Claim,525392.17,266233.8,Each and Every Loss,Claims Made,UK only,true
Q00047-L1-C2,Q00047-L1,Q00047,PAS-000047,2026-04-25 22:00:00.000,Hartwell Holdings Ltd 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-781,2025-01-25,2026-01-25,1105437.34,Number of Insureds,69808.15,Aggregate,7488.88,3247.56,Each and Every Loss,Losses Discovered,Worldwide excl. US,false
Q00048-L1-C1,Q00048-L1,Q00048,PAS-000048,2026-04-25 22:00:00.000,Eastleigh Resources Ltd 2025,Renewal,Directors and Officers,Side B/C,SC-486,2025-05-06,2026-05-06,1589349.46,TIV,532585.74,Each and Every Loss,55920.05,13371.09,Each and Every Loss,Losses Discovered,Worldwide excl. US,true
Q00048-L1-C2,Q00048-L1,Q00048,PAS-000048,2026-04-25 22:00:00.000,Eastleigh Resources Ltd 2025,Renewal,Directors and Officers,Side A,SC-397,2025-05-06,2026-05-06,710462.17,Number of Insureds,326510.8,Each and Every Loss,47633.14,12213.27,Each and Every Loss,Occurrence,Worldwide,false
Q00049-L1-C1,Q00049-L1,Q00049,PAS-000049,2026-04-25 22:00:00.000,Bridgeford Partners LLP 2025,Renewal,Contingency,Event Cancellation,SC-854,2025-03-05,2026-03-05,20109567.89,TIV,9486583.94,Each and Every Loss,520773.87,355616.65,Aggregate,Occurrence,EU only,true
Q00049-L1-C2,Q00049-L1,Q00049,PAS-000049,2026-04-25 22:00:00.000,Bridgeford Partners LLP 2025,Renewal,Contingency,Non-Appearance,SC-632,2025-03-05,2026-03-05,11967014.04,Number of Insureds,607389.64,Aggregate,7696.44,2449.21,Aggregate,Occurrence,US excl. Worldwide,false
Q00050-L1-C1,Q00050-L1,Q00050,PAS-000050,2026-04-25 22:00:00.000,Eastleigh Technologies Inc 2024,Renewal,Contingency,Event Cancellation,SC-250,2024-12-19,2025-12-19,5562040.3,TIV,2411494.39,Each and Every Loss,169484.93,39742.36,Aggregate,Losses Discovered,UK only,true
Q00050-L2-C1,Q00050-L2,Q00050,PAS-000050,2026-04-25 22:00:00.000,Eastleigh Technologies Inc 2024,Renewal,Contingency,Non-Appearance,SC-805,2024-12-19,2025-12-19,5440017.53,Turnover,629093.5,Each Claim,88892.67,21138.92,Aggregate,Occurrence,EU only,true
Q00051-L1-C1,Q00051-L1,Q00051,PAS-000051,2026-04-25 22:00:00.000,Fenwick Technologies Inc 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-256,2025-02-14,2026-02-14,3760706.7,TIV,1159378.41,Each Claim,68944.05,37010.58,Aggregate,Claims Made,Worldwide excl. US,true
Q00051-L2-C1,Q00051-L2,Q00051,PAS-000051,2026-04-25 22:00:00.000,Fenwick Technologies Inc 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-406,2025-02-14,2026-02-14,34068154.62,Turnover,14704887.9,Each and Every Loss,1307398.77,688000.71,Aggregate,Losses Discovered,UK only,true
Q00052-L1-C1,Q00052-L1,Q00052,PAS-000052,2026-04-25 22:00:00.000,Inverness Resources Ltd 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-389,2025-05-19,2026-05-19,17594183.62,Number of Insureds,3551114.42,Aggregate,602835.46,121508.61,Each and Every Loss,Losses Discovered,Worldwide excl. US,true
Q00052-L2-C1,Q00052-L2,Q00052,PAS-000052,2026-04-25 22:00:00.000,Inverness Resources Ltd 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-568,2025-05-19,2026-05-19,4658612.64,TIV,1702717.8,Each Claim,65886.43,47424.93,Each and Every Loss,Losses Discovered,Worldwide excl. US,true
Q00052-L3-C1,Q00052-L3,Q00052,PAS-000052,2026-04-25 22:00:00.000,Inverness Resources Ltd 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-204,2025-05-19,2026-05-19,1711528.67,Wage Roll,776602.95,Each Claim,36940.32,8758.96,Each and Every Loss,Occurrence,EU only,true
Q00052-L3-C2,Q00052-L3,Q00052,PAS-000052,2026-04-25 22:00:00.000,Inverness Resources Ltd 2025,Renewal,Cash in Transit and Specie,Vault,SC-464,2025-05-19,2026-05-19,7532921.61,Number of Insureds,2676017.77,Each Claim,210398.3,132290.88,Each and Every Loss,Claims Made,Worldwide,false
Q00053-L1-C1,Q00053-L1,Q00053,PAS-000053,2026-04-25 22:00:00.000,Northwood Industries Inc 2025,Renewal,Directors and Officers,Side B/C,SC-221,2025-07-01,2026-07-01,5754125.81,Wage Roll,2825992.4,Each Claim,313227.14,92847.39,Aggregate,Claims Made,Worldwide,true
Q00053-L2-C1,Q00053-L2,Q00053,PAS-000053,2026-04-25 22:00:00.000,Northwood Industries Inc 2025,Renewal,Directors and Officers,Side A,SC-381,2025-07-01,2026-07-01,6727426.78,Number of Insureds,1815609.05,Each Claim,303653.99,63022.01,Each and Every Loss,Occurrence,UK only,true
Q00053-L2-C2,Q00053-L2,Q00053,PAS-000053,2026-04-25 22:00:00.000,Northwood Industries Inc 2025,Renewal,Directors and Officers,Side B/C,SC-913,2025-07-01,2026-07-01,2406418.36,Wage Roll,132885.04,Each and Every Loss,1327.91,892.29,Aggregate,Occurrence,Worldwide,false
Q00054-L1-C1,Q00054-L1,Q00054,PAS-000054,2026-04-25 22:00:00.000,Carrington Partners LLP 2025,New,General Aviation,War,SC-165,2025-06-17,2026-06-17,2242157.11,TIV,499512.12,Each Claim,95176.46,24974.48,Each and Every Loss,Claims Made,Worldwide excl. US,true
Q00054-L1-C2,Q00054-L1,Q00054,PAS-000054,2026-04-25 22:00:00.000,Carrington Partners LLP 2025,New,General Aviation,Hull,SC-957,2025-06-17,2026-06-17,3190220.86,Number of Insureds,931161.6,Each Claim,73873.19,19425.14,Aggregate,Claims Made,EU only,false
Q00055-L1-C1,Q00055-L1,Q00055,PAS-000055,2026-04-25 22:00:00.000,Hartwell Resources Ltd 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-557,2025-07-06,2026-07-06,718789.7,Turnover,279665.76,Each and Every Loss,11348.82,3122.67,Each and Every Loss,Claims Made,EU only,true
Q00056-L1-C1,Q00056-L1,Q00056,PAS-000056,2026-04-25 22:00:00.000,Hartwell Technologies Inc 2025,New,Cash in Transit and Specie,Vault,SC-472,2025-11-14,2026-11-14,17785659.82,Turnover,6112721.86,Each and Every Loss,65710.91,32417.14,Each and Every Loss,Losses Discovered,Worldwide excl. US,true
Q00056-L1-C2,Q00056-L1,Q00056,PAS-000056,2026-04-25 22:00:00.000,Hartwell Technologies Inc 2025,New,Cash in Transit and Specie,Cash in Transit,SC-901,2025-11-14,2026-11-14,6875594.04,Turnover,3333454.89,Each and Every Loss,153942.54,31363.0,Aggregate,Claims Made,EU only,false
Q00057-L1-C1,Q00057-L1,Q00057,PAS-000057,2026-04-25 22:00:00.000,Maitland Technologies Inc 2025,Renewal,Cash in Transit and Specie,Vault,SC-778,2025-04-19,2026-04-19,2782109.81,TIV,861569.78,Each Claim,93358.52,30206.61,Each and Every Loss,Losses Discovered,Worldwide,true
Q00058-L1-C1,Q00058-L1,Q00058,PAS-000058,2026-04-25 22:00:00.000,Eastleigh Industries Inc 2025,Renewal,European Professional Indemnity,Professional Indemnity,SC-384,2025-03-15,2026-03-15,2006532.5,Wage Roll,314413.93,Each and Every Loss,7062.51,3211.93,Each and Every Loss,Losses Discovered,Worldwide excl. US,true
Q00058-L2-C1,Q00058-L2,Q00058,PAS-000058,2026-04-25 22:00:00.000,Eastleigh Industries Inc 2025,Renewal,European Professional Indemnity,Professional Indemnity,SC-792,2025-03-15,2026-03-15,4359502.95,Wage Roll,1296655.13,Aggregate,64275.51,17858.89,Aggregate,Claims Made,Worldwide excl. US,true
Q00058-L3-C1,Q00058-L3,Q00058,PAS-000058,2026-04-25 22:00:00.000,Eastleigh Industries Inc 2025,Renewal,European Professional Indemnity,Cyber,SC-677,2025-03-15,2026-03-15,1770658.07,TIV,837680.09,Each Claim,12192.28,6717.32,Each and Every Loss,Losses Discovered,Worldwide excl. US,true
Q00059-L1-C1,Q00059-L1,Q00059,PAS-000059,2026-04-25 22:00:00.000,Carrington Technologies Inc 2025,New,Cash in Transit and Specie,Cash in Transit,SC-212,2025-01-28,2026-01-28,3016505.49,Wage Roll,1498002.8,Each and Every Loss,36781.17,33327.16,Aggregate,Claims Made,EU only,true
Q00059-L2-C1,Q00059-L2,Q00059,PAS-000059,2026-04-25 22:00:00.000,Carrington Technologies Inc 2025,New,Cash in Transit and Specie,Vault,SC-110,2025-01-28,2026-01-28,6609764.84,TIV,526677.38,Aggregate,41789.04,17047.86,Each and Every Loss,Claims Made,Worldwide excl. US,true
Q00059-L3-C1,Q00059-L3,Q00059,PAS-000059,2026-04-25 22:00:00.000,Carrington Technologies Inc 2025,New,Cash in Transit and Specie,Cash in Transit,SC-457,2025-01-28,2026-01-28,10099901.7,TIV,4830806.08,Each Claim,284028.92,190111.29,Aggregate,Claims Made,EU only,true
Q00059-L3-C2,Q00059-L3,Q00059,PAS-000059,2026-04-25 22:00:00.000,Carrington Technologies Inc 2025,New,Cash in Transit and Specie,Vault,SC-285,2025-01-28,2026-01-28,4564485.89,Turnover,1666973.03,Each and Every Loss,231979.67,72354.16,Each and Every Loss,Occurrence,UK only,false
Q00060-L1-C1,Q00060-L1,Q00060,PAS-000060,2026-04-25 22:00:00.000,Northwood Partners LLP 2024,Renewal,European Professional Indemnity,Cyber,SC-154,2024-11-17,2025-11-17,2981726.3,Wage Roll,161829.8,Each and Every Loss,6867.77,4234.23,Aggregate,Losses Discovered,Worldwide excl. US,true
Q00060-L1-C2,Q00060-L1,Q00060,PAS-000060,2026-04-25 22:00:00.000,Northwood Partners LLP 2024,Renewal,European Professional Indemnity,Professional Indemnity,SC-287,2024-11-17,2025-11-17,5393122.76,Wage Roll,2498626.98,Each Claim,200325.61,80756.83,Aggregate,Losses Discovered,UK only,false
Q00060-L2-C1,Q00060-L2,Q00060,PAS-000060,2026-04-25 22:00:00.000,Northwood Partners LLP 2024,Renewal,European Professional Indemnity,Cyber,SC-889,2024-11-17,2025-11-17,7125105.83,Wage Roll,1240625.84,Aggregate,129867.77,27244.75,Each and Every Loss,Occurrence,UK only,true
Q00060-L2-C2,Q00060-L2,Q00060,PAS-000060,2026-04-25 22:00:00.000,Northwood Partners LLP 2024,Renewal,European Professional Indemnity,Professional Indemnity,SC-186,2024-11-17,2025-11-17,1620267.71,Wage Roll,309036.27,Each and Every Loss,2206.18,1674.02,Each and Every Loss,Losses Discovered,Worldwide,false
Q00060-L3-C1,Q00060-L3,Q00060,PAS-000060,2026-04-25 22:00:00.000,Northwood Partners LLP 2024,Renewal,European Professional Indemnity,Cyber,SC-814,2024-11-17,2025-11-17,1666909.11,Wage Roll,739205.57,Aggregate,95948.05,35589.9,Aggregate,Losses Discovered,EU only,true
Q00061-L1-C1,Q00061-L1,Q00061,PAS-000061,2026-04-25 22:00:00.000,Aldermann Holdings Ltd 2025,Renewal,European Professional Indemnity,Professional Indemnity,SC-867,2025-03-22,2026-03-22,3388895.09,Turnover,190642.69,Each Claim,8509.49,1967.25,Aggregate,Losses Discovered,EU only,true
Q00061-L1-C2,Q00061-L1,Q00061,PAS-000061,2026-04-25 22:00:00.000,Aldermann Holdings Ltd 2025,Renewal,European Professional Indemnity,Cyber,SC-330,2025-03-22,2026-03-22,821890.63,Turnover,285630.29,Each Claim,65797.51,13168.27,Aggregate,Claims Made,EU only,false
Q00062-L1-C1,Q00062-L1,Q00062,PAS-000062,2026-04-25 22:00:00.000,Langford Industries Inc 2025,New,Directors and Officers,Side A,SC-482,2025-05-16,2026-05-16,71100975.57,Turnover,5958622.12,Aggregate,766870.37,251042.93,Aggregate,Occurrence,US excl. Worldwide,true
Q00062-L2-C1,Q00062-L2,Q00062,PAS-000062,2026-04-25 22:00:00.000,Langford Industries Inc 2025,New,Directors and Officers,Side A,SC-318,2025-05-16,2026-05-16,2265940.36,TIV,961386.11,Aggregate,181856.23,41039.72,Aggregate,Occurrence,Worldwide excl. US,true
Q00062-L3-C1,Q00062-L3,Q00062,PAS-000062,2026-04-25 22:00:00.000,Langford Industries Inc 2025,New,Directors and Officers,Side A,SC-106,2025-05-16,2026-05-16,18041045.56,Turnover,2667520.81,Aggregate,201176.58,42510.07,Aggregate,Claims Made,Worldwide excl. US,true
Q00062-L3-C2,Q00062-L3,Q00062,PAS-000062,2026-04-25 22:00:00.000,Langford Industries Inc 2025,New,Directors and Officers,Side B/C,SC-541,2025-05-16,2026-05-16,2564850.38,Wage Roll,536699.39,Aggregate,3065.99,672.25,Aggregate,Claims Made,Worldwide,false
Q00063-L1-C1,Q00063-L1,Q00063,PAS-000063,2026-04-25 22:00:00.000,Aldermann Technologies Inc 2024,Renewal,General Aviation,Liability,SC-887,2024-11-16,2025-11-16,2764776.88,Number of Insureds,384013.67,Each and Every Loss,47501.68,10339.85,Aggregate,Claims Made,US excl. Worldwide,true
Q00063-L2-C1,Q00063-L2,Q00063,PAS-000063,2026-04-25 22:00:00.000,Aldermann Technologies Inc 2024,Renewal,General Aviation,War,SC-265,2024-11-16,2025-11-16,5809752.93,TIV,1072934.88,Each and Every Loss,40784.98,23592.48,Aggregate,Losses Discovered,UK only,true
Q00063-L2-C2,Q00063-L2,Q00063,PAS-000063,2026-04-25 22:00:00.000,Aldermann Technologies Inc 2024,Renewal,General Aviation,Liability,SC-236,2024-11-16,2025-11-16,13480706.87,Wage Roll,1522557.95,Each and Every Loss,58590.3,57259.54,Each and Every Loss,Occurrence,Worldwide,false
Q00064-L1-C1,Q00064-L1,Q00064,PAS-000064,2026-04-25 22:00:00.000,Inverness Industries Inc 2025,New,General Aviation,Liability,SC-607,2025-07-04,2026-07-04,2271761.1,TIV,145899.19,Each and Every Loss,23529.57,4908.64,Aggregate,Occurrence,EU only,true
Q00065-L1-C1,Q00065-L1,Q00065,PAS-000065,2026-04-25 22:00:00.000,Hartwell Technologies Inc 2025,Renewal,General Aviation,War,SC-229,2025-06-15,2026-06-15,7662510.71,Number of Insureds,1503380.5,Each and Every Loss,261722.65,57812.86,Each and Every Loss,Claims Made,Worldwide,true
Q00065-L1-C2,Q00065-L1,Q00065,PAS-000065,2026-04-25 22:00:00.000,Hartwell Technologies Inc 2025,Renewal,General Aviation,Hull,SC-396,2025-06-15,2026-06-15,9659301.44,TIV,3818546.23,Aggregate,178498.08,48070.69,Each and Every Loss,Occurrence,UK only,false
Q00065-L2-C1,Q00065-L2,Q00065,PAS-000065,2026-04-25 22:00:00.000,Hartwell Technologies Inc 2025,Renewal,General Aviation,Liability,SC-817,2025-06-15,2026-06-15,13269925.63,Wage Roll,1156828.37,Each and Every Loss,88398.65,25471.79,Aggregate,Claims Made,Worldwide excl. US,true
Q00065-L2-C2,Q00065-L2,Q00065,PAS-000065,2026-04-25 22:00:00.000,Hartwell Technologies Inc 2025,Renewal,General Aviation,War,SC-235,2025-06-15,2026-06-15,5156465.15,Wage Roll,718221.38,Each and Every Loss,108456.85,25580.59,Each and Every Loss,Claims Made,Worldwide,false
Q00066-L1-C1,Q00066-L1,Q00066,PAS-000066,2026-04-25 22:00:00.000,Langford Capital LLC 2025,Renewal,European Professional Indemnity,Cyber,SC-489,2025-03-26,2026-03-26,31910313.32,Turnover,5528070.49,Each Claim,91261.56,57584.21,Each and Every Loss,Claims Made,Worldwide,true
Q00066-L1-C2,Q00066-L1,Q00066,PAS-000066,2026-04-25 22:00:00.000,Langford Capital LLC 2025,Renewal,European Professional Indemnity,Professional Indemnity,SC-411,2025-03-26,2026-03-26,2447378.63,Number of Insureds,819846.12,Each and Every Loss,23721.13,10116.86,Aggregate,Losses Discovered,Worldwide,false
Q00067-L1-C1,Q00067-L1,Q00067,PAS-000067,2026-04-25 22:00:00.000,Glenshire Capital LLC 2025,Renewal,Contingency,Event Cancellation,SC-100,2025-04-02,2026-04-02,8004698.59,Wage Roll,1709877.79,Aggregate,310469.43,80718.1,Each and Every Loss,Claims Made,Worldwide,true
Q00067-L1-C2,Q00067-L1,Q00067,PAS-000067,2026-04-25 22:00:00.000,Glenshire Capital LLC 2025,Renewal,Contingency,Non-Appearance,SC-472,2025-04-02,2026-04-02,23906948.97,Turnover,3475828.87,Aggregate,388669.34,83874.71,Each and Every Loss,Occurrence,UK only,false
Q00067-L2-C1,Q00067-L2,Q00067,PAS-000067,2026-04-25 22:00:00.000,Glenshire Capital LLC 2025,Renewal,Contingency,Non-Appearance,SC-860,2025-04-02,2026-04-02,8508888.38,Wage Roll,1590826.13,Aggregate,9642.88,9143.23,Aggregate,Losses Discovered,Worldwide excl. US,true
Q00068-L1-C1,Q00068-L1,Q00068,PAS-000068,2026-04-25 22:00:00.000,Glenshire Holdings Ltd 2024,Renewal,General Aviation,War,SC-201,2024-12-02,2025-12-02,5305271.53,Turnover,1660270.12,Each and Every Loss,12482.5,8756.81,Each and Every Loss,Claims Made,UK only,true
Q00068-L1-C2,Q00068-L1,Q00068,PAS-000068,2026-04-25 22:00:00.000,Glenshire Holdings Ltd 2024,Renewal,General Aviation,Liability,SC-296,2024-12-02,2025-12-02,11143483.12,Number of Insureds,932662.96,Each and Every Loss,61451.72,25911.59,Each and Every Loss,Claims Made,US excl. Worldwide,false
Q00068-L2-C1,Q00068-L2,Q00068,PAS-000068,2026-04-25 22:00:00.000,Glenshire Holdings Ltd 2024,Renewal,General Aviation,Liability,SC-594,2024-12-02,2025-12-02,18552714.8,TIV,7991389.25,Aggregate,543365.41,227410.62,Each and Every Loss,Occurrence,Worldwide,true
Q00068-L2-C2,Q00068-L2,Q00068,PAS-000068,2026-04-25 22:00:00.000,Glenshire Holdings Ltd 2024,Renewal,General Aviation,War,SC-396,2024-12-02,2025-12-02,1727326.51,Turnover,412056.97,Each and Every Loss,57946.61,19216.39,Aggregate,Losses Discovered,US excl. Worldwide,false
Q00068-L3-C1,Q00068-L3,Q00068,PAS-000068,2026-04-25 22:00:00.000,Glenshire Holdings Ltd 2024,Renewal,General Aviation,Hull,SC-868,2024-12-02,2025-12-02,7028994.22,Number of Insureds,3427431.06,Each Claim,150605.42,35368.88,Each and Every Loss,Claims Made,UK only,true
Q00069-L1-C1,Q00069-L1,Q00069,PAS-000069,2026-04-25 22:00:00.000,Jamieson Industries Inc 2025,New,General Aviation,War,SC-323,2025-09-25,2026-09-25,4537351.42,Wage Roll,1375381.77,Each and Every Loss,94896.02,27675.57,Each and Every Loss,Claims Made,EU only,true
Q00069-L1-C2,Q00069-L1,Q00069,PAS-000069,2026-04-25 22:00:00.000,Jamieson Industries Inc 2025,New,General Aviation,Liability,SC-665,2025-09-25,2026-09-25,4471590.96,TIV,2092178.2,Aggregate,164821.7,54662.31,Each and Every Loss,Occurrence,Worldwide excl. US,false
Q00070-L1-C1,Q00070-L1,Q00070,PAS-000070,2026-04-25 22:00:00.000,Jamieson Partners LLP 2025,Renewal,General Aviation,Hull,SC-376,2025-07-12,2026-07-12,4648094.3,Turnover,590303.76,Each Claim,3729.27,1909.64,Each and Every Loss,Occurrence,US excl. Worldwide,true
Q00071-L1-C1,Q00071-L1,Q00071,PAS-000071,2026-04-25 22:00:00.000,Langford Resources Ltd 2025,Renewal,Directors and Officers,Side A,SC-822,2025-03-03,2026-03-03,3114107.13,TIV,1309589.86,Each Claim,35813.93,35614.49,Aggregate,Occurrence,Worldwide,true
Q00071-L2-C1,Q00071-L2,Q00071,PAS-000071,2026-04-25 22:00:00.000,Langford Resources Ltd 2025,Renewal,Directors and Officers,Entity Securities,SC-943,2025-03-03,2026-03-03,2770643.74,TIV,467732.27,Aggregate,16214.32,3529.96,Each and Every Loss,Losses Discovered,Worldwide,true
Q00072-L1-C1,Q00072-L1,Q00072,PAS-000072,2026-04-25 22:00:00.000,Jamieson Capital LLC 2024,New,Directors and Officers,Side B/C,SC-990,2024-09-29,2025-09-29,8220470.71,Turnover,1064804.62,Each Claim,163016.84,51758.69,Aggregate,Losses Discovered,Worldwide excl. US,true
Q00073-L1-C1,Q00073-L1,Q00073,PAS-000073,2026-04-25 22:00:00.000,Maitland Industries Inc 2025,Renewal,Directors and Officers,Entity Securities,SC-744,2025-04-29,2026-04-29,63636461.24,Wage Roll,21346055.06,Aggregate,2549936.73,597540.38,Aggregate,Claims Made,EU only,true
Q00074-L1-C1,Q00074-L1,Q00074,PAS-000074,2026-04-25 22:00:00.000,Jamieson Capital LLC 2024,New,Cash in Transit and Specie,Vault,SC-293,2024-09-22,2025-09-22,1087280.54,Number of Insureds,266662.73,Each and Every Loss,6429.45,2204.87,Aggregate,Claims Made,US excl. Worldwide,true
Q00074-L1-C2,Q00074-L1,Q00074,PAS-000074,2026-04-25 22:00:00.000,Jamieson Capital LLC 2024,New,Cash in Transit and Specie,Cash in Transit,SC-937,2024-09-22,2025-09-22,8562028.6,TIV,2622944.01,Each and Every Loss,213252.63,123866.95,Aggregate,Claims Made,US excl. Worldwide,false
Q00075-L1-C1,Q00075-L1,Q00075,PAS-000075,2026-04-25 22:00:00.000,Glenshire Technologies Inc 2025,Renewal,General Aviation,Liability,SC-717,2025-07-29,2026-07-29,7098723.21,Turnover,1138381.25,Each Claim,253109.56,51850.33,Each and Every Loss,Losses Discovered,Worldwide,true
Q00075-L1-C2,Q00075-L1,Q00075,PAS-000075,2026-04-25 22:00:00.000,Glenshire Technologies Inc 2025,Renewal,General Aviation,Hull,SC-888,2025-07-29,2026-07-29,5887868.06,Turnover,558631.94,Each Claim,15941.78,11069.59,Each and Every Loss,Claims Made,US excl. Worldwide,false
Q00076-L1-C1,Q00076-L1,Q00076,PAS-000076,2026-04-25 22:00:00.000,Carrington Technologies Inc 2024,Renewal,Directors and Officers,Side A,SC-307,2024-11-29,2025-11-29,3849333.46,Turnover,1231158.23,Each Claim,50877.04,49034.1,Aggregate,Losses Discovered,Worldwide,true
Q00076-L2-C1,Q00076-L2,Q00076,PAS-000076,2026-04-25 22:00:00.000,Carrington Technologies Inc 2024,Renewal,Directors and Officers,Side A,SC-157,2024-11-29,2025-11-29,52313431.62,TIV,20499137.89,Aggregate,3907560.59,916867.49,Aggregate,Claims Made,US excl. Worldwide,true
Q00076-L2-C2,Q00076-L2,Q00076,PAS-000076,2026-04-25 22:00:00.000,Carrington Technologies Inc 2024,Renewal,Directors and Officers,Side B/C,SC-329,2024-11-29,2025-11-29,2339166.14,TIV,689178.71,Each and Every Loss,1655.66,1405.36,Aggregate,Claims Made,Worldwide,false
Q00077-L1-C1,Q00077-L1,Q00077,PAS-000077,2026-04-25 22:00:00.000,Inverness Holdings Ltd 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-603,2025-03-15,2026-03-15,4040416.54,TIV,614158.72,Each and Every Loss,29469.98,12211.79,Aggregate,Losses Discovered,Worldwide,true
Q00078-L1-C1,Q00078-L1,Q00078,PAS-000078,2026-04-25 22:00:00.000,Jamieson Capital LLC 2025,New,Contingency,Event Cancellation,SC-282,2025-06-14,2026-06-14,7452271.38,TIV,1317683.97,Each and Every Loss,14577.85,6243.46,Each and Every Loss,Losses Discovered,US excl. Worldwide,true
Q00078-L1-C2,Q00078-L1,Q00078,PAS-000078,2026-04-25 22:00:00.000,Jamieson Capital LLC 2025,New,Contingency,Non-Appearance,SC-456,2025-06-14,2026-06-14,59211397.14,Number of Insureds,14381428.85,Each and Every Loss,431956.8,250342.7,Aggregate,Losses Discovered,Worldwide excl. US,false
Q00078-L2-C1,Q00078-L2,Q00078,PAS-000078,2026-04-25 22:00:00.000,Jamieson Capital LLC 2025,New,Contingency,Event Cancellation,SC-427,2025-06-14,2026-06-14,4280273.11,Turnover,924969.69,Each and Every Loss,59949.74,12953.87,Each and Every Loss,Losses Discovered,US excl. Worldwide,true
Q00079-L1-C1,Q00079-L1,Q00079,PAS-000079,2026-04-25 22:00:00.000,Fenwick Industries Inc 2025,New,Directors and Officers,Side A,SC-844,2025-11-20,2026-11-20,16042817.37,Number of Insureds,3621983.81,Each and Every Loss,545293.75,131644.01,Each and Every Loss,Losses Discovered,UK only,true
Q00079-L2-C1,Q00079-L2,Q00079,PAS-000079,2026-04-25 22:00:00.000,Fenwick Industries Inc 2025,New,Directors and Officers,Side B/C,SC-716,2025-11-20,2026-11-20,8604724.73,Number of Insureds,924070.73,Aggregate,85998.69,35677.66,Aggregate,Losses Discovered,UK only,true
Q00080-L1-C1,Q00080-L1,Q00080,PAS-000080,2026-04-25 22:00:00.000,Eastleigh Partners LLP 2025,Renewal,Contingency,Non-Appearance,SC-604,2025-01-24,2026-01-24,10037199.24,Number of Insureds,1126169.49,Aggregate,249410.95,53219.94,Aggregate,Losses Discovered,EU only,true
Q00081-L1-C1,Q00081-L1,Q00081,PAS-000081,2026-04-25 22:00:00.000,Carrington Group plc 2025,Renewal,Contingency,Event Cancellation,SC-102,2025-05-21,2026-05-21,19688930.99,Wage Roll,5653197.61,Each Claim,937225.03,220774.53,Each and Every Loss,Claims Made,Worldwide excl. US,true
Q00081-L1-C2,Q00081-L1,Q00081,PAS-000081,2026-04-25 22:00:00.000,Carrington Group plc 2025,Renewal,Contingency,Non-Appearance,SC-469,2025-05-21,2026-05-21,11067731.83,Number of Insureds,1565816.77,Each and Every Loss,163700.83,66827.74,Each and Every Loss,Claims Made,Worldwide excl. US,false
Q00082-L1-C1,Q00082-L1,Q00082,PAS-000082,2026-04-25 22:00:00.000,Langford Capital LLC 2025,New,General Aviation,Hull,SC-220,2025-05-05,2026-05-05,4283613.14,Wage Roll,1859047.38,Each and Every Loss,420455.86,90385.32,Each and Every Loss,Claims Made,US excl. Worldwide,true
Q00082-L2-C1,Q00082-L2,Q00082,PAS-000082,2026-04-25 22:00:00.000,Langford Capital LLC 2025,New,General Aviation,War,SC-175,2025-05-05,2026-05-05,8546481.36,TIV,1879006.76,Each and Every Loss,20919.83,4304.8,Each and Every Loss,Losses Discovered,EU only,true
